,commercial_area_name,pop_type,total_population,total_sales
531,송화벽화시장(송화골목시장),WORKING,970.0,69201220668
532,르네상스호텔사거리,RESIDENT,7056.0,68399459109
533,르네상스호텔사거리,WORKING,111063.0,68399459109
534,송파나루역 1번(송리단길),RESIDENT,32248.0,68371510654
535,송파나루역 1번(송리단길),WORKING,26792.0,68371510654
536,종로신진시장,RESIDENT,252.0,68359847034
537,종로신진시장,WORKING,11548.0,68359847034
538,문정동 로데오거리 상점가(문정동 로데오거리),RESIDENT,4552.0,68041264606
539,문정동 로데오거리 상점가(문정동 로데오거리),WORKING,35664.0,68041264606
540,백학시장,RESIDENT,3856.0,67992881271
541,백학시장,WORKING,749.0,67992881271
542,까치산역 3번,RESIDENT,39992.0,67909123100
543,까치산역 3번,WORKING,2795.0,67909123100
544,망리단길,RESIDENT,47116.0,67823469137
545,망리단길,WORKING,6041.0,67823469137
546,도곡초등학교,RESIDENT,28364.0,67783299789
547,도곡초등학교,WORKING,4710.0,67783299789
548,숙대입구,RESIDENT,20492.0,67145487709
549,숙대입구,WORKING,4432.0,67145487709
550,쌍문시장(쌍문역골목시장),RESIDENT,13384.0,66600505700
551,쌍문시장(쌍문역골목시장),WORKING,2011.0,66600505700
552,뚝섬역상점가,RESIDENT,5348.0,66123171079
553,뚝섬역상점가,WORKING,4659.0,66123171079
554,상일여고(상일초등학교),RESIDENT,13152.0,66094046755
555,상일여고(상일초등학교),WORKING,5308.0,66094046755
556,세종마을음식문화거리(금천교시장),RESIDENT,2028.0,65904899282
557,세종마을음식문화거리(금천교시장),WORKING,3632.0,65904899282
558,시청역_1번,RESIDENT,28.0,65529319192
559,시청역_1번,WORKING,23495.0,65529319192
560,연서시장,RESIDENT,1132.0,64863049292
561,연서시장,WORKING,10021.0,64863049292
562,석촌고분역 1번,RESIDENT,32860.0,64858535996
563,석촌고분역 1번,WORKING,5326.0,64858535996
564,금호역,RESIDENT,5224.0,64715206707
565,금호역,WORKING,1354.0,64715206707
566,방배동카페골목,RESIDENT,9468.0,64682945341
567,방배동카페골목,WORKING,26305.0,64682945341
568,돈암시장(돈암제일시장),RESIDENT,860.0,64500741201
569,돈암시장(돈암제일시장),WORKING,1075.0,64500741201
570,사당1동먹자골목상점가(사당1동먹자골목),RESIDENT,2848.0,64355233264
571,사당1동먹자골목상점가(사당1동먹자골목),WORKING,1554.0,64355233264
572,방이역,RESIDENT,1940.0,63976612971
573,방이역,WORKING,12323.0,63976612971
574,종로4가,RESIDENT,3900.0,63430496749
575,종로4가,WORKING,24124.0,63430496749
576,구로4동주민센터,RESIDENT,14244.0,62763390239
577,구로4동주민센터,WORKING,1322.0,62763390239
578,사당역 10번,RESIDENT,32964.0,62551946131
579,사당역 10번,WORKING,2641.0,62551946131
580,방학동도깨비시장,RESIDENT,3944.0,62257820465
581,방학동도깨비시장,WORKING,401.0,62257820465
582,인헌시장(원당종합시장),RESIDENT,4988.0,61745382548
583,인헌시장(원당종합시장),WORKING,1695.0,61745382548
584,공릉역,RESIDENT,5348.0,61103067581
585,공릉역,WORKING,8165.0,61103067581
586,성심여자고등학교,RESIDENT,14532.0,61077478210
587,성심여자고등학교,WORKING,5404.0,61077478210
588,신곡종합시장(신월6동 골목시장),RESIDENT,560.0,61011485614
589,신곡종합시장(신월6동 골목시장),WORKING,905.0,61011485614
590,청량리전통시장,RESIDENT,1660.0,60787638923
591,청량리전통시장,WORKING,1546.0,60787638923
592,암사종합시장,RESIDENT,3808.0,60204719666
593,암사종합시장,WORKING,2702.0,60204719666
594,구의사거리,RESIDENT,6984.0,59920795627
595,구의사거리,WORKING,3889.0,59920795627
596,상수역(홍대),RESIDENT,4980.0,59771546805
597,상수역(홍대),WORKING,5637.0,59771546805
598,고덕 골목형상점가,RESIDENT,7040.0,59737708275
599,고덕 골목형상점가,WORKING,1430.0,59737708275
600,강남개포시장,RESIDENT,480.0,59495246829
601,강남개포시장,WORKING,21417.0,59495246829
602,양재역 8번(양재동우체국),RESIDENT,23052.0,59468054204
603,양재역 8번(양재동우체국),WORKING,24249.0,59468054204
604,관악구 중앙길,RESIDENT,46160.0,59362200687
605,관악구 중앙길,WORKING,1832.0,59362200687
606,신내1동주민센터,RESIDENT,13188.0,58956199736
607,신내1동주민센터,WORKING,3076.0,58956199736
608,우장산역 4번,RESIDENT,28200.0,58755145979
609,우장산역 4번,WORKING,2549.0,58755145979
610,월곡역,RESIDENT,8844.0,58570563312
611,월곡역,WORKING,4870.0,58570563312
612,방현초등학교(방배119안전센터),RESIDENT,2824.0,58557241091
613,방현초등학교(방배119안전센터),WORKING,17387.0,58557241091
614,양천향교역 5번,RESIDENT,6072.0,58461798641
615,양천향교역 5번,WORKING,12101.0,58461798641
616,남강고등학교(남강중학교),RESIDENT,32424.0,58335434371
617,남강고등학교(남강중학교),WORKING,2066.0,58335434371
618,성원중학교,RESIDENT,26852.0,58306708614
619,성원중학교,WORKING,4283.0,58306708614
620,마곡역(마곡),RESIDENT,7064.0,58121304123
621,마곡역(마곡),WORKING,11609.0,58121304123
622,남성역골목시장,RESIDENT,2092.0,57951072378
623,남성역골목시장,WORKING,1254.0,57951072378
624,중계초등학교,RESIDENT,128.0,57879985776
625,중계초등학교,WORKING,820.0,57879985776
626,"숙대입구역(남영역, 남영동)",RESIDENT,1144.0,57068625816
627,"숙대입구역(남영역, 남영동)",WORKING,17202.0,57068625816
628,개나리아파트,RESIDENT,13744.0,56989442211
629,개나리아파트,WORKING,29186.0,56989442211
630,관악구신사동주민센터,RESIDENT,27688.0,56141451449
631,관악구신사동주민센터,WORKING,7124.0,56141451449
632,서울세관,RESIDENT,4876.0,55889036947
633,서울세관,WORKING,32303.0,55889036947
634,석계역 7번,RESIDENT,15864.0,55827095349
635,석계역 7번,WORKING,1262.0,55827095349
636,대림성모병원,RESIDENT,6260.0,55826253532
637,대림성모병원,WORKING,2154.0,55826253532
638,아현역 4번,RESIDENT,628.0,55696489283
639,아현역 4번,WORKING,768.0,55696489283
640,경춘선숲길 우측,RESIDENT,14532.0,55691416406
641,경춘선숲길 우측,WORKING,4836.0,55691416406
642,한국SGI본부,RESIDENT,11540.0,55359109378
643,한국SGI본부,WORKING,4416.0,55359109378
644,청량종합도매시장,RESIDENT,2408.0,55177756111
645,청량종합도매시장,WORKING,1592.0,55177756111
646,동평화시장,RESIDENT,184.0,55069860990
647,동평화시장,WORKING,498.0,55069860990
648,경복아파트교차로,RESIDENT,4272.0,54505015095
649,경복아파트교차로,WORKING,22391.0,54505015095
650,남천초등학교,RESIDENT,18128.0,54488344637
651,남천초등학교,WORKING,2135.0,54488344637
652,경의선책거리,RESIDENT,6956.0,54394211612
653,경의선책거리,WORKING,5788.0,54394211612
654,보라매역,RESIDENT,4584.0,54163618886
655,보라매역,WORKING,8985.0,54163618886
656,"평화시장(남평화시장, 제일평화시장, 신평화패션타운)",RESIDENT,12.0,54094159523
657,"평화시장(남평화시장, 제일평화시장, 신평화패션타운)",WORKING,3294.0,54094159523
658,양천향교역 7번,RESIDENT,16920.0,54026791812
659,양천향교역 7번,WORKING,2175.0,54026791812
660,선유도역 1번,RESIDENT,44540.0,53969830691
661,선유도역 1번,WORKING,15435.0,53969830691
662,면목골목시장(면목시장),RESIDENT,6404.0,53586174656
663,면목골목시장(면목시장),WORKING,792.0,53586174656
664,방학역 1번,RESIDENT,25472.0,53176401374
665,방학역 1번,WORKING,6037.0,53176401374
666,신정2동주민센터,RESIDENT,11468.0,52967501588
667,신정2동주민센터,WORKING,37147.0,52967501588
668,송정역 3번,RESIDENT,30964.0,52829329219
669,송정역 3번,WORKING,5516.0,52829329219
670,쌍문역1번(쌍리단길),RESIDENT,7984.0,52780671243
671,쌍문역1번(쌍리단길),WORKING,1546.0,52780671243
672,제일시장,RESIDENT,304.0,52498160646
673,제일시장,WORKING,1060.0,52498160646
674,수락산디자인거리,RESIDENT,11636.0,52458661705
675,수락산디자인거리,WORKING,3939.0,52458661705
676,영등포전통시장,RESIDENT,2292.0,51677601805
677,영등포전통시장,WORKING,812.0,51677601805
678,불광먹자골목 골목형상점가,RESIDENT,4856.0,51133531145
679,불광먹자골목 골목형상점가,WORKING,1918.0,51133531145
680,용강동 상점가,RESIDENT,2332.0,50916447963
681,용강동 상점가,WORKING,4688.0,50916447963
682,장승배기역,RESIDENT,2900.0,50909195218
683,장승배기역,WORKING,1775.0,50909195218
684,"한양대앞상점가(한양시장, 왕십리맛골목)",RESIDENT,2240.0,50406283370
685,"한양대앞상점가(한양시장, 왕십리맛골목)",WORKING,473.0,50406283370
686,사당역 4번,RESIDENT,37624.0,50224877302
687,사당역 4번,WORKING,4124.0,50224877302
688,응암역,RESIDENT,8872.0,50204142867
689,응암역,WORKING,1552.0,50204142867
690,둔촌역전통시장,RESIDENT,5572.0,50190469359
691,둔촌역전통시장,WORKING,1405.0,50190469359
692,서울남부지방법원,RESIDENT,8404.0,50174380311
693,서울남부지방법원,WORKING,22084.0,50174380311
694,영신초등학교,RESIDENT,13408.0,49962703432
695,영신초등학교,WORKING,3009.0,49962703432
696,암사역 2번(서울강동초등학교),RESIDENT,37132.0,49575124628
697,암사역 2번(서울강동초등학교),WORKING,1548.0,49575124628
698,삼익패션타운(남대문시장),RESIDENT,12.0,49080512863
699,삼익패션타운(남대문시장),WORKING,21552.0,49080512863
700,중랑동부시장,RESIDENT,5340.0,49055195991
701,중랑동부시장,WORKING,1706.0,49055195991
702,신우어린이공원,RESIDENT,4580.0,48629548675
703,신우어린이공원,WORKING,548.0,48629548675
704,명지대학교,RESIDENT,23752.0,48033857914
705,명지대학교,WORKING,2847.0,48033857914
706,안암역 3번,RESIDENT,5288.0,47799784155
707,안암역 3번,WORKING,1852.0,47799784155
708,망원월드컵시장,RESIDENT,3172.0,47744428412
709,망원월드컵시장,WORKING,1824.0,47744428412
710,경수초등학교,RESIDENT,7376.0,47688314938
711,경수초등학교,WORKING,18987.0,47688314938
712,고척근린시장,RESIDENT,1884.0,47675465682
713,고척근린시장,WORKING,3398.0,47675465682
714,정릉시장,RESIDENT,3744.0,47587770093
715,정릉시장,WORKING,1299.0,47587770093
716,도신초등학교,RESIDENT,11336.0,47530537188
717,도신초등학교,WORKING,1633.0,47530537188
718,중화역 1번,RESIDENT,24232.0,47483908970
719,중화역 1번,WORKING,2718.0,47483908970
720,송파나루역,RESIDENT,3148.0,47373859780
721,송파나루역,WORKING,7800.0,47373859780
722,응암오거리상점가,RESIDENT,6216.0,47098854697
723,응암오거리상점가,WORKING,968.0,47098854697
724,강서구다솔마을,RESIDENT,8168.0,46524598035
725,강서구다솔마을,WORKING,4409.0,46524598035
726,염곡동 구룡사(포이동성당),RESIDENT,32812.0,46451569898
727,염곡동 구룡사(포이동성당),WORKING,13208.0,46451569898
728,화곡역 4번,RESIDENT,72304.0,46272162785
729,화곡역 4번,WORKING,3640.0,46272162785
730,목2동시장,RESIDENT,4560.0,46259159879
731,목2동시장,WORKING,3524.0,46259159879
732,석촌역 7번,RESIDENT,35228.0,45905886871
733,석촌역 7번,WORKING,5302.0,45905886871
734,중부경찰서(영화인의거리),RESIDENT,1728.0,45552360533
735,중부경찰서(영화인의거리),WORKING,32157.0,45552360533
736,종암경찰서,RESIDENT,4032.0,45523460745
737,종암경찰서,WORKING,13917.0,45523460745
738,먹골역 5번,RESIDENT,10976.0,45391762150
739,먹골역 5번,WORKING,2286.0,45391762150
740,구산역 4번,RESIDENT,21596.0,44993541690
741,구산역 4번,WORKING,3113.0,44993541690
742,외대앞역 1번,RESIDENT,7980.0,44970406979
743,외대앞역 1번,WORKING,2288.0,44970406979
744,양평역 2번,RESIDENT,8736.0,44949890178
745,양평역 2번,WORKING,7092.0,44949890178
746,남구로역 3번,RESIDENT,19840.0,44913353296
747,남구로역 3번,WORKING,1732.0,44913353296
748,모래내시장(서중시장),RESIDENT,144.0,44677572172
749,모래내시장(서중시장),WORKING,2578.0,44677572172
750,개포고등학교,RESIDENT,6048.0,44452997249
751,개포고등학교,WORKING,13630.0,44452997249
752,공릉동 도깨비시장,RESIDENT,6976.0,44419049166
753,공릉동 도깨비시장,WORKING,7211.0,44419049166
754,남가좌파출소,RESIDENT,14572.0,44400316853
755,남가좌파출소,WORKING,1577.0,44400316853
756,태릉입구역,RESIDENT,7580.0,44309123163
757,태릉입구역,WORKING,9460.0,44309123163
758,"이화여대 3,5,7길 상점가",RESIDENT,7340.0,44302600903
759,"이화여대 3,5,7길 상점가",WORKING,629.0,44302600903
760,회현역,RESIDENT,5040.0,44261037564
761,회현역,WORKING,13737.0,44261037564
762,뚝도시장,RESIDENT,1756.0,43722159488
763,뚝도시장,WORKING,1311.0,43722159488
764,구립대학경로당(관악산샘말공원),RESIDENT,43480.0,43444623595
765,구립대학경로당(관악산샘말공원),WORKING,589.0,43444623595
766,문래역(문래로데오거리),WORKING,11863.0,43183522411
767,당산2동(영등포우체국),RESIDENT,5884.0,43102938363
768,당산2동(영등포우체국),WORKING,29105.0,43102938363
769,상봉역 3번,RESIDENT,20144.0,42724487952
770,상봉역 3번,WORKING,2683.0,42724487952
771,개봉중앙시장,RESIDENT,11388.0,42069546752
772,개봉중앙시장,WORKING,13206.0,42069546752
773,창동역상점가,RESIDENT,612.0,41977788473
774,창동역상점가,WORKING,2347.0,41977788473
775,구로보건소,RESIDENT,26776.0,41960106791
776,구로보건소,WORKING,8178.0,41960106791
777,강북종합전통시장(강북종합골목시장),RESIDENT,9588.0,41869464892
778,강북종합전통시장(강북종합골목시장),WORKING,1109.0,41869464892
779,공릉동 국수거리,RESIDENT,17904.0,41851933443
780,공릉동 국수거리,WORKING,19052.0,41851933443
781,삼성중앙역 5번,RESIDENT,1272.0,41827293877
782,삼성중앙역 5번,WORKING,10042.0,41827293877
783,신대방역 2번,RESIDENT,18460.0,41753279043
784,신대방역 2번,WORKING,2915.0,41753279043
785,응암동우체국,RESIDENT,17504.0,41702904646
786,응암동우체국,WORKING,1558.0,41702904646
787,대흥역 3번,RESIDENT,4032.0,41635608379
788,대흥역 3번,WORKING,5002.0,41635608379
789,통인시장,RESIDENT,2484.0,41540664714
790,통인시장,WORKING,2650.0,41540664714
791,제기동역 6번,RESIDENT,17528.0,41455187668
792,제기동역 6번,WORKING,8426.0,41455187668
793,사가정시장,RESIDENT,7780.0,41443912812
794,사가정시장,WORKING,1176.0,41443912812
795,상계중앙시장,RESIDENT,6400.0,40717546364
796,상계중앙시장,WORKING,719.0,40717546364
797,동대문역,RESIDENT,1928.0,40367652294
798,동대문역,WORKING,2011.0,40367652294
799,공군호텔,RESIDENT,19052.0,40235906206
800,공군호텔,WORKING,8192.0,40235906206
801,응암정보도서관,RESIDENT,26200.0,40186718266
802,응암정보도서관,WORKING,1818.0,40186718266
803,신창초등학교,RESIDENT,37812.0,40168886726
804,신창초등학교,WORKING,1653.0,40168886726
805,신정롯데캐슬아파트,RESIDENT,9352.0,40142585948
806,신정롯데캐슬아파트,WORKING,21870.0,40142585948
807,중앙대학교,RESIDENT,9580.0,39967412310
808,중앙대학교,WORKING,220.0,39967412310
809,망원시장,RESIDENT,6468.0,39764344523
810,망원시장,WORKING,1001.0,39764344523
811,신영시장,RESIDENT,3996.0,39749500474
812,신영시장,WORKING,836.0,39749500474
813,대림중앙시장,RESIDENT,3696.0,39567597418
814,대림중앙시장,WORKING,1315.0,39567597418
815,남구로역 2번,RESIDENT,25132.0,39561451133
816,남구로역 2번,WORKING,2240.0,39561451133
817,회기역,RESIDENT,8980.0,39518856923
818,회기역,WORKING,3001.0,39518856923
819,삼각지역,RESIDENT,9404.0,39332148935
820,삼각지역,WORKING,11347.0,39332148935
821,오류2동버들시장,RESIDENT,17412.0,39238876045
822,오류2동버들시장,WORKING,2657.0,39238876045
823,가양역 10번,RESIDENT,2460.0,38973277588
824,가양역 10번,WORKING,2218.0,38973277588
825,미아사거리,RESIDENT,2852.0,38284445310
826,미아사거리,WORKING,861.0,38284445310
827,숭실대입구역 1번,RESIDENT,16648.0,38172486683
828,숭실대입구역 1번,WORKING,2338.0,38172486683
829,영천시장,RESIDENT,1284.0,38108333130
830,영천시장,WORKING,1159.0,38108333130
831,삼육보건대학교,RESIDENT,30144.0,38106454028
832,삼육보건대학교,WORKING,2537.0,38106454028
833,성내천어린이공원(하니사랑길),RESIDENT,18316.0,38067154319
834,성내천어린이공원(하니사랑길),WORKING,7635.0,38067154319
835,그라운드 고척,RESIDENT,2884.0,37946737804
836,그라운드 고척,WORKING,2516.0,37946737804
837,구의역 4번,RESIDENT,33900.0,37905601702
838,구의역 4번,WORKING,8214.0,37905601702
839,숭곡초등학교,RESIDENT,16916.0,37756829977
840,숭곡초등학교,WORKING,3472.0,37756829977
841,약수시장,RESIDENT,2800.0,37623602727
842,약수시장,WORKING,11654.0,37623602727
843,장충초등학교,RESIDENT,6584.0,37566987498
844,장충초등학교,WORKING,3182.0,37566987498
845,장안근린공원,RESIDENT,19864.0,37552403380
846,장안근린공원,WORKING,3033.0,37552403380
847,능동우편취급국,RESIDENT,24048.0,37469794604
848,능동우편취급국,WORKING,534.0,37469794604
849,개봉역,RESIDENT,7820.0,37165277703
850,개봉역,WORKING,18944.0,37165277703
851,문래동주민센터,RESIDENT,3428.0,37122686772
852,문래동주민센터,WORKING,114789.0,37122686772
853,상계백병원,RESIDENT,312.0,36657194520
854,상계백병원,WORKING,3488.0,36657194520
855,"신림역 5번(신림동주민센터, 신림동별빛거리)",RESIDENT,45780.0,36560213768
856,"신림역 5번(신림동주민센터, 신림동별빛거리)",WORKING,731.0,36560213768
857,선유도역 골목형상점가,RESIDENT,5428.0,36361933003
858,선유도역 골목형상점가,WORKING,10328.0,36361933003
859,한강진역 3번,RESIDENT,6228.0,36318679086
860,한강진역 3번,WORKING,13740.0,36318679086
861,면목역 2번,RESIDENT,37148.0,36236911059
862,면목역 2번,WORKING,1041.0,36236911059
863,문성초등학교,RESIDENT,12824.0,36133052708
864,문성초등학교,WORKING,2096.0,36133052708
865,대흥역 2번,RESIDENT,10932.0,36129218974
866,대흥역 2번,WORKING,5055.0,36129218974
867,간데메공원,RESIDENT,13324.0,36125911426
868,간데메공원,WORKING,3939.0,36125911426
869,안암역,RESIDENT,1988.0,36013355030
870,안암역,WORKING,881.0,36013355030
871,메가박스 상봉,RESIDENT,16104.0,36002495478
872,메가박스 상봉,WORKING,2842.0,36002495478
873,쌍문2동우체국,RESIDENT,11484.0,35935076724
874,쌍문2동우체국,WORKING,1765.0,35935076724
875,중화역 4번,RESIDENT,6476.0,35821437815
876,중화역 4번,WORKING,545.0,35821437815
877,광진정보도서관,RESIDENT,4828.0,35643931123
878,광진정보도서관,WORKING,18269.0,35643931123
879,정릉역 1번,RESIDENT,12772.0,35552241164
880,정릉역 1번,WORKING,2093.0,35552241164
881,까치산역 4번,RESIDENT,48508.0,35508459537
882,까치산역 4번,WORKING,3786.0,35508459537
883,화곡본동시장,RESIDENT,1248.0,35442240220
884,화곡본동시장,WORKING,811.0,35442240220
885,한강로동땡땡거리(은행나무길),RESIDENT,4084.0,35410737811
886,한강로동땡땡거리(은행나무길),WORKING,9753.0,35410737811
887,신한은행 신월동지점,RESIDENT,27052.0,35373713321
888,신한은행 신월동지점,WORKING,1676.0,35373713321
889,우장산역 1번,RESIDENT,12996.0,35322665614
890,우장산역 1번,WORKING,2414.0,35322665614
891,굽은다리역 4번,RESIDENT,35304.0,35220350913
892,굽은다리역 4번,WORKING,5406.0,35220350913
893,서울시흥동우체국(홈플러스시흥점),RESIDENT,3632.0,35162472495
894,서울시흥동우체국(홈플러스시흥점),WORKING,1561.0,35162472495
895,서울역 12번,RESIDENT,12508.0,35121747324
896,서울역 12번,WORKING,19467.0,35121747324
897,서울축산농협 독산역지점(독산파출소),RESIDENT,12652.0,35117290895
898,서울축산농협 독산역지점(독산파출소),WORKING,2362.0,35117290895
899,신대방역 4번,RESIDENT,19868.0,35112879903
900,신대방역 4번,WORKING,8536.0,35112879903
901,개봉1동주민센터,RESIDENT,20828.0,35088239846
902,개봉1동주민센터,WORKING,12267.0,35088239846
903,문정역 2번,RESIDENT,17660.0,34940184836
904,문정역 2번,WORKING,20944.0,34940184836
905,마천중앙시장,RESIDENT,3824.0,34845851575
906,마천중앙시장,WORKING,821.0,34845851575
907,쌍문역동측상점가,RESIDENT,3120.0,34809412929
908,쌍문역동측상점가,WORKING,1660.0,34809412929
909,홍대입구역 3번,RESIDENT,2092.0,34729020475
910,홍대입구역 3번,WORKING,2197.0,34729020475
911,석촌역 3번,RESIDENT,39176.0,34718850755
912,석촌역 3번,WORKING,13978.0,34718850755
913,시흥동 은행나무사거리,RESIDENT,26812.0,34419708002
914,시흥동 은행나무사거리,WORKING,1742.0,34419708002
915,건대입구역 6번,RESIDENT,20420.0,34191088867
916,건대입구역 6번,WORKING,644.0,34191088867
917,삼전역 3번,RESIDENT,31568.0,34174936673
918,삼전역 3번,WORKING,3217.0,34174936673
919,경성고등학교,RESIDENT,33276.0,34085740204
920,경성고등학교,WORKING,7674.0,34085740204
921,마포시장,RESIDENT,236.0,34070839993
922,마포시장,WORKING,866.0,34070839993
923,푸른들청소년도서관,RESIDENT,33948.0,34023915405
924,푸른들청소년도서관,WORKING,5852.0,34023915405
925,오금역,RESIDENT,14696.0,33922378602
926,오금역,WORKING,29988.0,33922378602
927,구로디지털단지역 4번,RESIDENT,16040.0,33551263779
928,구로디지털단지역 4번,WORKING,4640.0,33551263779
929,석계역 1번,RESIDENT,2256.0,33460513783
930,석계역 1번,WORKING,1492.0,33460513783
931,남성역 1번,RESIDENT,34192.0,33402704027
932,남성역 1번,WORKING,3619.0,33402704027
933,영동대교남단교차로,RESIDENT,2424.0,33031528697
934,영동대교남단교차로,WORKING,29582.0,33031528697
935,오동나무공원(송파레미니스1단지),RESIDENT,19704.0,32996349594
936,오동나무공원(송파레미니스1단지),WORKING,8934.0,32996349594
937,상봉역 4번,RESIDENT,23220.0,32946706012
938,상봉역 4번,WORKING,2451.0,32946706012
939,천호역 6번,RESIDENT,29852.0,32731964378
940,천호역 6번,WORKING,1566.0,32731964378
941,신림역 8번,RESIDENT,15064.0,32448591205
942,신림역 8번,WORKING,2024.0,32448591205
943,신아타운,RESIDENT,288.0,32210581576
944,신아타운,WORKING,3666.0,32210581576
945,이화사거리,RESIDENT,3448.0,32090712544
946,이화사거리,WORKING,12785.0,32090712544
947,효창공원앞역 2번,RESIDENT,11492.0,31911111413
948,효창공원앞역 2번,WORKING,3047.0,31911111413
949,거여역 1번(거여공원),RESIDENT,21044.0,31901828754
950,거여역 1번(거여공원),WORKING,6120.0,31901828754
951,수송초등학교,RESIDENT,29864.0,31886390571
952,수송초등학교,WORKING,847.0,31886390571
953,우사단길,RESIDENT,18236.0,31855665845
954,우사단길,WORKING,24018.0,31855665845
955,관악중부시장,RESIDENT,2760.0,31852825757
956,관악중부시장,WORKING,1714.0,31852825757
957,창동신창시장,RESIDENT,8772.0,31783907408
958,창동신창시장,WORKING,1276.0,31783907408
959,도봉역 2번,RESIDENT,23132.0,31774822214
960,도봉역 2번,WORKING,1753.0,31774822214
961,방이동고분군(방산고등학교),RESIDENT,2592.0,31634418798
962,방이동고분군(방산고등학교),WORKING,2877.0,31634418798
963,유진상가,RESIDENT,1036.0,31614816996
964,유진상가,WORKING,3592.0,31614816996
965,구의1동주민센터,RESIDENT,23216.0,31608826061
966,구의1동주민센터,WORKING,1753.0,31608826061
967,오거리공원,RESIDENT,26316.0,31593609782
968,오거리공원,WORKING,990.0,31593609782
969,풍납시장,RESIDENT,12052.0,31545020984
970,풍납시장,WORKING,1905.0,31545020984
971,인현시장,RESIDENT,488.0,31525184410
972,인현시장,WORKING,6073.0,31525184410
973,홍대땡땡거리,RESIDENT,7740.0,31438235220
974,홍대땡땡거리,WORKING,2869.0,31438235220
975,메디힐병원,RESIDENT,21068.0,31129587105
976,메디힐병원,WORKING,3906.0,31129587105
977,송파나루역 2번,RESIDENT,11752.0,31049101703
978,송파나루역 2번,WORKING,2841.0,31049101703
979,신원시장,RESIDENT,1740.0,30975738915
980,신원시장,WORKING,523.0,30975738915
981,자양골목전통시장(자양골목시장),RESIDENT,7404.0,30881806367
982,자양골목전통시장(자양골목시장),WORKING,1417.0,30881806367
983,모래내우체국,RESIDENT,7976.0,30781388460
984,모래내우체국,WORKING,1979.0,30781388460
985,둔촌동역 1번(한산중학교),RESIDENT,26848.0,30768554445
986,둔촌동역 1번(한산중학교),WORKING,5268.0,30768554445
987,후암동주민센터,RESIDENT,37740.0,30685822036
988,후암동주민센터,WORKING,4331.0,30685822036
989,잠실나루역,RESIDENT,1260.0,30597513606
990,잠실나루역,WORKING,17218.0,30597513606
991,길동복조리시장,RESIDENT,4268.0,30154335402
992,길동복조리시장,WORKING,492.0,30154335402
993,상계5동주민센터,RESIDENT,31384.0,30151087634
994,상계5동주민센터,WORKING,1665.0,30151087634
995,해방촌 남동측,RESIDENT,11148.0,30001297380
996,해방촌 남동측,WORKING,925.0,30001297380
997,북가좌2동주민센터,RESIDENT,22696.0,29999398871
998,북가좌2동주민센터,WORKING,2117.0,29999398871
999,답십리 건축자재시장,RESIDENT,5572.0,29959466977
1000,답십리 건축자재시장,WORKING,942.0,29959466977
1001,경리단길남측,RESIDENT,10408.0,29909861946
1002,경리단길남측,WORKING,1591.0,29909861946
1003,충정로역 6번,RESIDENT,8744.0,29890813826
1004,충정로역 6번,WORKING,710.0,29890813826
1005,미성초등학교,RESIDENT,16524.0,29888522603
1006,미성초등학교,WORKING,3437.0,29888522603
1007,경기고교사거리(경기고교앞사거리),RESIDENT,832.0,29840578791
1008,경기고교사거리(경기고교앞사거리),WORKING,25320.0,29840578791
1009,면목2동체육관,RESIDENT,30236.0,29766016087
1010,면목2동체육관,WORKING,4378.0,29766016087
1011,방신전통시장,RESIDENT,1684.0,29711685557
1012,방신전통시장,WORKING,1587.0,29711685557
1013,목동보건지소,RESIDENT,31956.0,29452607045
1014,목동보건지소,WORKING,2727.0,29452607045
1015,경리단길북측,RESIDENT,13104.0,29413186562
1016,경리단길북측,WORKING,1407.0,29413186562
1017,장충동족발거리(남소영길),RESIDENT,1204.0,29382704518
1018,장충동족발거리(남소영길),WORKING,5747.0,29382704518
1019,사가정역 1번,RESIDENT,14796.0,29344316631
1020,사가정역 1번,WORKING,1368.0,29344316631
1021,장안제일시장,RESIDENT,17796.0,29275889290
1022,장안제일시장,WORKING,2547.0,29275889290
1023,마포FM,RESIDENT,5908.0,29176185963
1024,마포FM,WORKING,1960.0,29176185963
1025,용강동주민센터,RESIDENT,3640.0,29141432466
1026,용강동주민센터,WORKING,2783.0,29141432466
1027,방학역 2번,RESIDENT,10204.0,28939517238
1028,방학역 2번,WORKING,5784.0,28939517238
1029,남영역 1번,RESIDENT,18120.0,28912756807
1030,남영역 1번,WORKING,3158.0,28912756807
1031,노원초등학교,RESIDENT,9344.0,28845448271
1032,노원초등학교,WORKING,2447.0,28845448271
1033,문정초등학교,RESIDENT,20924.0,28763559683
1034,문정초등학교,WORKING,27038.0,28763559683
1035,구파발역,RESIDENT,12604.0,28754563133
1036,구파발역,WORKING,2790.0,28754563133
1037,한울중학교,RESIDENT,23884.0,28598134310
1038,한울중학교,WORKING,2542.0,28598134310
1039,남문시장,RESIDENT,5636.0,28577466952
1040,남문시장,WORKING,982.0,28577466952
1041,선유도역 6번,RESIDENT,5284.0,28459719076
1042,선유도역 6번,WORKING,19107.0,28459719076
1043,방배동사이길,RESIDENT,1172.0,28457158224
1044,방배동사이길,WORKING,7596.0,28457158224
1045,안암역 2번,RESIDENT,7172.0,28407513223
1046,안암역 2번,WORKING,3974.0,28407513223
1047,상계초등학교,RESIDENT,10528.0,28406219556
1048,상계초등학교,WORKING,547.0,28406219556
1049,마포구청역 1번,RESIDENT,23112.0,28342866180
