,commercial_area_name,commercial_area_code,time,floating_population,total_sales,total_customers
5693,개포고등학교,3110994,14-17,259919.0,11036765343,362755.0
5694,봉은사역 4번,3110995,14-17,296663.0,396840035,39131.0
5695,대치2동주민센터,3110996,14-17,468801.0,5624214529,67086.0
5696,대청초등학교,3110997,14-17,824075.0,25040349929,950059.0
5697,은곡마을(은곡마을공원),3110998,14-17,49306.0,1869497660,111068.0
5698,윗방죽마을공원,3110999,14-17,70993.0,2534156851,280988.0
5699,대왕초등학교(세곡동사거리서남측),3111000,14-17,46404.0,649622746,18723.0
5700,아래방죽마을공원(율현초등학교),3111001,14-17,43427.0,288026138,16909.0
5701,한국교통안전공단 강남자동차검사소,3111002,14-17,80.0,2280975323,21431.0
5702,삼전역 4번,3111003,14-17,916109.0,17908350819,581083.0
5703,삼전역 1번,3111004,14-17,934779.0,23412447165,812826.0
5704,삼전역 3번,3111005,14-17,531260.0,7659086841,250819.0
5705,석촌고분역 1번,3111006,14-17,881611.0,14966926785,466553.0
5706,석촌고분역 4번,3111007,14-17,396176.0,2705021950,144178.0
5707,석촌고분역 3번,3111008,14-17,238901.0,7352577084,831537.0
5708,송파책박물관,3111009,14-17,107825.0,347017408,6570.0
5709,석촌역 7번,3111010,14-17,729696.0,4659050135,218277.0
5710,잠실나루역,3111011,14-17,21473.0,8492431065,314884.0
5711,석촌역 6번,3111012,14-17,430243.0,2988402801,60366.0
5712,송파나루역 1번(송리단길),3111013,14-17,1198142.0,10382203225,384484.0
5713,송파나루역 2번,3111014,14-17,269827.0,2417792296,39185.0
5714,석촌역 3번,3111015,14-17,790844.0,13025630659,165781.0
5715,송파역 2번,3111016,14-17,361310.0,361259053,36275.0
5716,송파나루역 3번,3111017,14-17,79533.0,108727608,9254.0
5717,한성백제역 3번,3111019,14-17,557802.0,3767172777,181565.0
5718,방이동고분군(방산고등학교),3111020,14-17,93701.0,7221898129,171342.0
5719,방이역 4번,3111021,14-17,1508632.0,27872951698,348419.0
5720,석촌중학교(방이육교),3111022,14-17,188795.0,1054881603,11132.0
5721,문정역 1번,3111023,14-17,427374.0,3029053755,143632.0
5722,경찰병원역 4번(건너말공원),3111024,14-17,166613.0,288530380,16237.0
5723,경찰병원역 3번,3111025,14-17,435306.0,650774967,68235.0
5724,문정역 2번,3111026,14-17,448964.0,7996709504,309098.0
5725,문정초등학교,3111027,14-17,375127.0,8756825727,266945.0
5726,문현중학교(장지역 1번),3111028,14-17,475134.0,5685924018,230084.0
5727,오금역 4번,3111029,14-17,91609.0,1974317722,11185.0
5728,방이역 2번,3111030,14-17,628277.0,4265620264,103252.0
5729,장지동주민센터(한림연예예술고교),3111031,14-17,398249.0,3161315432,160371.0
5730,방이역 1번,3111032,14-17,204707.0,12535884411,141527.0
5731,문정동성당,3111033,14-17,31171.0,1103069782,88256.0
5732,오동나무공원(송파레미니스1단지),3111034,14-17,367526.0,10834125846,114471.0
5733,오금공원(오주중학교),3111035,14-17,259422.0,1147880959,86491.0
5734,투구봉어린이공원,3111036,14-17,159879.0,7264464397,18473.0
5735,Sh수협은행 오금동금융센터(아랫말어린이공원),3111037,14-17,124797.0,373007529,23789.0
5736,보인중학교,3111038,14-17,338508.0,4430026324,99730.0
5737,벌말어린이공원,3111039,14-17,400537.0,3024771504,89976.0
5738,거여초등학교,3111040,14-17,302486.0,65978647,1931.0
5739,거여역 1번(거여공원),3111042,14-17,864789.0,7614562055,265740.0
5740,마천공원,3111043,14-17,265500.0,372912010,42250.0
5741,남천초등학교,3111044,14-17,573188.0,14530112554,473053.0
5742,개미어린이공원,3111045,14-17,92666.0,39676261,1716.0
5743,마천역(마천초등학교),3111046,14-17,780006.0,54726859708,804621.0
5744,마천1치안센터,3111047,14-17,124784.0,1762566129,77938.0
5745,천호역 1번(천호문구완구거리),3111048,14-17,680097.0,862165706,34361.0
5746,천호지구대(천호동자전거거리),3111049,14-17,648672.0,4146347124,63713.0
5747,강동구청(강동구청역 2번),3111050,14-17,172969.0,342349563,13812.0
5748,천호역 6번,3111051,14-17,1251093.0,9572844363,293176.0
5749,암사역 3번(천호동자전거거리),3111052,14-17,619637.0,5897730680,137375.0
5750,성내천어린이공원(하니사랑길),3111053,14-17,506376.0,12671303997,178422.0
5751,암사역 4번(삼성광나루아파트),3111054,14-17,93248.0,413073707,5984.0
5752,선사초등학교,3111055,14-17,14095.0,156582447,1892.0
5753,천호태영아파트,3111056,14-17,174217.0,347262848,25849.0
5754,천호공원(해공체육문화센터),3111057,14-17,402281.0,20424706853,503207.0
5755,성내중학교,3111058,14-17,209629.0,314798711,10283.0
5756,강동역 4번(강풀만화거리),3111059,14-17,1408982.0,20252001847,333052.0
5757,암사역 2번(서울강동초등학교),3111060,14-17,1506834.0,8902766781,327636.0
5758,암사역 1번,3111061,14-17,1207927.0,4113238597,217689.0
5759,둔촌동역 3번(성내3동주민센터),3111062,14-17,425781.0,5576673194,59609.0
5760,강동구립 천호도서관,3111063,14-17,560027.0,1045980619,89790.0
5761,둔촌동역 4번,3111064,14-17,187863.0,1001807376,21696.0
5762,천일초등학교,3111065,14-17,210412.0,213527054,8431.0
5763,암사동성당(효정하나플러스아파트),3111066,14-17,630011.0,1116427912,83505.0
5764,강동구립성내도서관,3111067,14-17,952720.0,3408762010,132579.0
5765,강동성심병원,3111068,14-17,96377.0,4890362777,168828.0
5766,천호1동주민센터,3111069,14-17,1066529.0,342366585,37037.0
5767,천호초등학교,3111070,14-17,757168.0,358668825,36903.0
5768,천동초등학교,3111071,14-17,233329.0,311986840,14424.0
5769,굽은다리역 1번(십자성마을),3111072,14-17,805408.0,6025912135,246128.0
5770,둔촌동역 1번(한산중학교),3111073,14-17,1505076.0,6514840725,204034.0
5771,명일역 1번,3111074,14-17,203201.0,839060866,74613.0
5772,굽은다리역 2번,3111075,14-17,538746.0,1442138238,106854.0
5773,둔촌2동주민센터,3111076,14-17,214014.0,4177965898,97152.0
5774,길동주민센터(강동도서관),3111077,14-17,1685535.0,19430593945,857488.0
5775,굽은다리역 4번,3111078,14-17,1548719.0,7730181536,328937.0
5776,둔촌고등학교(둔촌중학교),3111079,14-17,187961.0,2178524392,80037.0
5777,굽은다리역 3번,3111080,14-17,287306.0,2272840860,121474.0
5778,중앙보훈병원,3111082,14-17,58778.0,82685623,730.0
5779,GS강동자이아파트,3111083,14-17,457412.0,2252560843,133163.0
5780,길동신동아아파트,3111084,14-17,90772.0,228101337,948.0
5781,묘곡초등학교(고덕아이파크아파트),3111085,14-17,452275.0,5978122841,225464.0
5782,한영중고,3111086,14-17,221126.0,6005309236,221393.0
5783,고덕중학교(고덕2동주민센터),3111087,14-17,78939.0,1901918648,65616.0
5784,고덕동성당,3111088,14-17,116615.0,1417968017,90634.0
5785,상일여고(상일초등학교),3111089,14-17,389354.0,16234725190,340055.0
5786,강일동주민센터,3111090,14-17,33773.0,6446193126,253068.0
5787,서대문역,3120001,14-17,885543.0,15252970354,628079.0
5788,서촌(경복궁역),3120002,14-17,990416.0,24983932171,1202359.0
5789,광화문역,3120003,14-17,1032931.0,43172204644,2071262.0
5790,종로구청,3120004,14-17,389729.0,18602893192,553203.0
5791,삼청동,3120005,14-17,233359.0,20884910626,888225.0
5792,종각역,3120006,14-17,2347010.0,57028154145,2708320.0
5793,북촌(안국역),3120007,14-17,592541.0,37097948170,2062039.0
5794,인사동,3120008,14-17,1118577.0,33494933875,1233634.0
5795,종로3가역,3120009,14-17,5060427.0,436527274543,4034866.0
5796,원남동사거리,3120010,14-17,690318.0,15911126184,149415.0
5797,종로4가,3120011,14-17,594865.0,22437221569,417172.0
5798,대학로(혜화역),3120012,14-17,2622829.0,41886203839,2517482.0
5799,이화사거리,3120013,14-17,788360.0,5670452170,304329.0
5800,종로5가역,3120014,14-17,736304.0,80169052625,1336370.0
5801,종로6가,3120015,14-17,362578.0,5627886180,292342.0
5802,동대문역,3120016,14-17,595127.0,8823150003,459836.0
5803,동묘앞역(동묘),3120017,14-17,543048.0,25891455171,706506.0
5804,중림동,3120018,14-17,315702.0,17875500282,432246.0
5805,경찰청앞교차로,3120019,14-17,301594.0,3282973977,349320.0
5806,시청역_1번,3120020,14-17,60144.0,13170047385,499432.0
5807,시청역_8번,3120021,14-17,480525.0,23490230830,960152.0
5808,북창동(시청역_6번),3120022,14-17,1134186.0,30347490509,791898.0
5809,서울시청,3120023,14-17,527423.0,32932157595,1118415.0
5810,회현역,3120024,14-17,716758.0,6708380374,394004.0
5811,롯데백화점(시청광장 지하쇼핑센터),3120025,14-17,113291.0,37842932621,431003.0
5812,을지로입구역,3120026,14-17,828907.0,20402149832,1475231.0
5813,명동역(명동재미로),3120027,14-17,586453.0,46173226854,1008063.0
5814,명동(명동거리),3120028,14-17,1754247.0,109821574745,4083808.0
5815,을지로2가,3120029,14-17,190454.0,4340868559,168769.0
5816,중부경찰서(영화인의거리),3120030,14-17,1054617.0,6169253195,484193.0
5817,을지로3가역,3120031,14-17,1822429.0,83842550910,4230855.0
5818,충무로역,3120032,14-17,1349160.0,35241627984,1410049.0
5819,을지로4가역,3120033,14-17,582075.0,62117465520,475807.0
5820,중구청(퇴계로4가),3120034,14-17,494232.0,9009454446,106940.0
5821,퇴계로5가,3120035,14-17,430244.0,2708381618,136964.0
5822,장충동족발거리(남소영길),3120036,14-17,195301.0,5400285729,188521.0
5823,동대문역사문화공원역,3120037,14-17,2760816.0,106660597720,2503994.0
5824,약수역,3120038,14-17,605513.0,35772475326,1403823.0
5825,신당역,3120039,14-17,1273638.0,23828628081,1040767.0
5826,용산전자상가(용산역),3120040,14-17,811211.0,978191007252,5535478.0
5827,신용산역(용산역),3120041,14-17,1427185.0,26107664533,1042041.0
5828,"숙대입구역(남영역, 남영동)",3120042,14-17,299624.0,10847978449,469104.0
5829,서울역,3120043,14-17,1058579.0,35370205276,1713410.0
5830,삼각지역,3120044,14-17,410431.0,4944115259,119874.0
5831,남영동 먹자골목,3120045,14-17,130869.0,9178033963,348863.0
5832,이태원(이태원역),3120046,14-17,864295.0,61612909613,1919365.0
5833,한남오거리,3120047,14-17,322955.0,19768693660,488255.0
5834,금호역,3120048,14-17,486222.0,15666257965,613891.0
5835,왕십리역(왕십리),3120049,14-17,1287900.0,15729109299,732577.0
5836,서울숲역,3120050,14-17,148530.0,1696816658,26550.0
5837,뚝섬역,3120051,14-17,1972619.0,29558650775,960661.0
5838,성수역,3120052,14-17,1169586.0,57117357192,2796232.0
5839,건대입구역(건대),3120053,14-17,1669473.0,65980584436,3239538.0
5840,어린이대공원역,3120054,14-17,937861.0,11101252214,680906.0
5841,군자역,3120055,14-17,1325466.0,46655495623,1454735.0
5842,구의역,3120056,14-17,716529.0,27357914247,1189734.0
5843,아차산역,3120057,14-17,666670.0,26717105499,1099592.0
5844,구의사거리,3120058,14-17,333430.0,14732379611,428041.0
5845,구삼강변맛길,3120059,14-17,553417.0,18415138057,585804.0
5846,강변역(테크노마트),3120060,14-17,183415.0,98519595661,1357091.0
5847,올림픽대교북단,3120061,14-17,193491.0,35069295165,1195937.0
5848,신설동역,3120062,14-17,1187647.0,25877963621,1221029.0
5849,청량리역(청량리),3120063,14-17,711372.0,54536512014,2138338.0
5850,경희대학교(경희대),3120064,14-17,564675.0,14575214679,1004866.0
5851,회기역,3120065,14-17,619476.0,6828949246,401352.0
5852,장한평역(장한평),3120066,14-17,864521.0,84614722019,1309766.0
5853,장안동사거리,3120067,14-17,873530.0,67286076500,2106879.0
5854,사가정역,3120068,14-17,167347.0,20540090192,1156713.0
5855,상봉역,3120069,14-17,1032080.0,24061275907,1092830.0
5856,한성대입구역,3120070,14-17,440858.0,29026069411,1255380.0
5857,성북구청,3120071,14-17,301601.0,4643045914,230083.0
5858,성신여대,3120072,14-17,1617584.0,45543490195,2521664.0
5859,미아사거리,3120073,14-17,183342.0,11269790647,512539.0
5860,안암역,3120074,14-17,557191.0,7889796297,335997.0
5861,월곡역,3120075,14-17,196975.0,14188566882,666922.0
5862,수유역,3120076,14-17,2682869.0,93593186587,3826858.0
5863,미아역,3120077,14-17,866490.0,22381425880,1056901.0
5864,미아사거리역,3120078,14-17,775023.0,39007273937,1210756.0
5865,창동역,3120079,14-17,332809.0,38023050282,1962299.0
5866,마들역,3120080,14-17,89138.0,28543219921,1482382.0
5867,노원역,3120081,14-17,3373883.0,119823396130,4297120.0
5868,상계백병원,3120082,14-17,141962.0,9507251866,352735.0
5869,등나무근린공원,3120083,14-17,150335.0,58651016146,2198654.0
5870,공릉역,3120084,14-17,339513.0,9381410797,547529.0
5871,은행사거리,3120085,14-17,395983.0,40261325200,1258523.0
5872,태릉입구역,3120086,14-17,254848.0,8111284575,534827.0
5873,응암역,3120087,14-17,420656.0,14585772294,688984.0
5874,구산역,3120088,14-17,326716.0,32096258818,1165923.0
5875,구파발역,3120089,14-17,145544.0,6720627026,222891.0
5876,연신내역,3120090,14-17,969739.0,43421980044,1525385.0
5877,본서부병원,3120091,14-17,358943.0,17481617394,714488.0
5878,불광역,3120092,14-17,366001.0,3495533385,196907.0
5879,연희동,3120093,14-17,378362.0,28893476518,1286143.0
5880,"신촌역(신촌역, 신촌로터리)",3120094,14-17,4091583.0,86358832683,3504488.0
5881,홍제역,3120095,14-17,711641.0,28649872919,1643169.0
5882,"이화여대(이대역, 이대)",3120096,14-17,653074.0,26422694757,1153931.0
5883,충정로역,3120097,14-17,392458.0,1239123719,130621.0
5884,DMC(디지털미디어시티),3120098,14-17,444680.0,33802399664,2202738.0
5885,월드컵경기장역(월드컵경기장),3120099,14-17,8204.0,2738423960,201802.0
5886,망원역,3120100,14-17,370946.0,22978321755,1051993.0
5887,합정역,3120101,14-17,1002214.0,49454286731,1853821.0
5888,서교동(홍대),3120102,14-17,1825504.0,23977745040,1019927.0
5889,홍대입구역(홍대),3120103,14-17,2841088.0,121315953240,4634001.0
5890,연남동(홍대),3120104,14-17,3083606.0,58123613756,2755454.0
5891,상수역(홍대),3120105,14-17,595653.0,10956163049,661581.0
5892,마포역,3120106,14-17,465333.0,25937821075,1059389.0
5893,공덕역(공덕오거리),3120107,14-17,1005374.0,35506291865,780195.0
5894,신정네거리역,3120108,14-17,447180.0,42397773633,1646809.0
5895,서울남부지방법원,3120109,14-17,350761.0,11039954182,316443.0
5896,목동역 8번출구,3120110,14-17,692243.0,35913943087,1346575.0
5897,목동사거리,3120111,14-17,355520.0,16023557119,492579.0
5898,등촌역,3120112,14-17,789741.0,21824674314,830528.0
5899,오목교역,3120113,14-17,1225875.0,44585726442,1050761.0
5900,목동신시가지,3120114,14-17,725466.0,69548704743,1888123.0
5901,김포공항역(김포공항),3120115,14-17,6451.0,2254541015,163146.0
5902,송정역,3120116,14-17,162128.0,4307765984,136018.0
5903,강서농산물도매시장,3120117,14-17,4933.0,111435432196,1616462.0
5904,마곡역(마곡),3120118,14-17,93434.0,4216900259,200974.0
5905,발산역(마곡),3120119,14-17,771977.0,44476710722,1521373.0
5906,화곡역,3120120,14-17,958473.0,26541333954,1318507.0
5907,까치산역,3120121,14-17,1883886.0,20086900335,1041793.0
5908,강서구청,3120122,14-17,814440.0,14948848754,798196.0
5909,오류동역,3120123,14-17,376900.0,19986276689,1187886.0
5910,개봉동 현대아파트,3120124,14-17,516075.0,18145283417,673366.0
5911,구로역,3120125,14-17,449628.0,228113948540,2194888.0
5912,디지털단지오거리,3120126,14-17,134870.0,2587540002,147159.0
5913,구로구청,3120127,14-17,320122.0,24116080253,739761.0
5914,신도림역,3120128,14-17,369675.0,37831970860,954083.0
5915,구로디지털단지,3120129,14-17,574657.0,85205817790,2714643.0
5916,구로디지털단지역,3120130,14-17,837843.0,27474579795,1173367.0
5917,가산디지털단지,3120131,14-17,924953.0,1054132171506,17449388.0
5918,독산동,3120132,14-17,544112.0,30972028446,1313539.0
5919,서울시흥동우체국(홈플러스시흥점),3120133,14-17,90733.0,7379583872,240003.0
5920,구로전화국,3120134,14-17,445225.0,27498985337,842247.0
5921,양평역,3120135,14-17,310992.0,672070100,76736.0
5922,영등포구청역,3120136,14-17,1114729.0,15071769191,826314.0
5923,문래역(문래로데오거리),3120137,14-17,23035.0,5344259448,259927.0
5924,당산2동(영등포우체국),3120138,14-17,310638.0,9177121361,384508.0
5925,대림3동사거리,3120139,14-17,396218.0,121587785296,985397.0
5926,문래동주민센터,3120140,14-17,94352.0,7914447122,443918.0
5927,영등포청과시장교차로,3120141,14-17,277019.0,4903150808,78499.0
5928,대림역,3120142,14-17,1135403.0,24052502668,824524.0
5929,당산역,3120143,14-17,734190.0,22033092767,1130930.0
5930,영중로,3120144,14-17,959391.0,21680752948,2879494.0
5931,영등포역(영등포),3120145,14-17,2889277.0,137606561102,4037279.0
5932,한강성심병원,3120146,14-17,294213.0,8746442878,177505.0
5933,보라매역,3120147,14-17,473686.0,10022816263,523794.0
5934,국회의사당역(국회의사당),3120148,14-17,377493.0,29967502369,1644039.0
5935,여의도역(여의도),3120149,14-17,1460168.0,114973112685,4576980.0
5936,63빌딩,3120150,14-17,41055.0,29720889353,75148.0
5937,보라매공원,3120151,14-17,769139.0,29428258890,1468041.0
5938,신대방삼거리역,3120152,14-17,437056.0,31625891591,1189692.0
5939,노량진역(노량진),3120153,14-17,1004977.0,990861441424,14596996.0
5940,장승배기역,3120154,14-17,326047.0,12613749967,583410.0
5941,총신대학교,3120155,14-17,73716.0,186968003,1806.0
5942,"총신대입구역(이수, 총신대)",3120156,14-17,2364889.0,65751188010,2377267.0
5943,신림역(신림),3120157,14-17,2251774.0,50192428590,2278297.0
5944,녹두거리(대학동),3120158,14-17,385261.0,15565821340,1031631.0
5945,서울대입구역,3120159,14-17,1807092.0,73648970077,2118880.0
5946,사당역(사당),3120160,14-17,1212470.0,34469223998,1392169.0
5947,방배동가구거리(사당동가구거리),3120161,14-17,187815.0,8065358178,34283.0
5948,방배동카페골목,3120162,14-17,292542.0,11184493585,626052.0
5949,사당역 11번(사당역먹자골목),3120163,14-17,621737.0,1644526976,50393.0
5950,내방역,3120164,14-17,786371.0,36892868121,1422755.0
5951,서래마을카페거리(서래마을),3120165,14-17,411983.0,31424370646,716070.0
5952,방배역,3120166,14-17,685029.0,61980682345,1502489.0
5953,고속터미널(고속터미널역),3120167,14-17,561395.0,76975321211,1496663.0
5954,서울고교교차로,3120168,14-17,194999.0,5159219633,86625.0
5955,서초역,3120169,14-17,1090786.0,16436538329,1152391.0
5956,삼호가든사거리,3120170,14-17,814383.0,55002746129,1018469.0
5957,서초3동사거리,3120171,14-17,1082117.0,44590436171,1131733.0
5958,교대입구교차로,3120172,14-17,1317139.0,23673810329,591112.0
5959,교대역(법원.검찰청),3120173,14-17,3216690.0,85647050437,2647872.0
5960,논현역 5번,3120174,14-17,201748.0,8673237394,25280.0
5961,남부터미널역,3120175,14-17,860655.0,29762694785,1221413.0
5962,논현역 4번,3120176,14-17,833305.0,575009071,46294.0
5963,신논현역 1번,3120177,14-17,600739.0,2606784985,101106.0
5964,신사역,3120178,14-17,2343483.0,124616794383,1970232.0
5965,양재역,3120179,14-17,1616733.0,60328019326,1991969.0
5966,양재화물트럭터미널앞,3120180,14-17,79016.0,5592966978,200994.0
5967,교육개발원입구사거리,3120181,14-17,324578.0,27672695102,193045.0
5968,"양재시민의숲역(양재동꽃시장, aT센터)",3120182,14-17,458414.0,28473775839,745100.0
5969,양재천카페거리,3120183,14-17,298522.0,36946174546,247449.0
5970,포이사거리(삼호물산),3120184,14-17,1004594.0,56273346678,2140380.0
5971,논현역,3120185,14-17,1603510.0,91467796939,1702880.0
5972,가로수길,3120186,14-17,1666035.0,93324920596,1490841.0
5973,신논현역,3120187,14-17,2530414.0,103830527941,2624993.0
5974,압구정역,3120188,14-17,1674501.0,155030963921,1936731.0
5975,강남역,3120189,14-17,5928379.0,407172618853,10035601.0
5976,강남을지병원,3120190,14-17,1070127.0,51127653954,748132.0
5977,학동역,3120191,14-17,1531769.0,54493194241,962869.0
5978,뱅뱅사거리,3120192,14-17,1534176.0,55920867851,2175146.0
5979,도산공원교차로,3120193,14-17,619258.0,57791910974,319235.0
5980,언주역(차병원),3120194,14-17,1267376.0,37751423329,860186.0
5981,성수대교남단,3120195,14-17,642612.0,86940522679,675467.0
5982,서울세관,3120196,14-17,532500.0,10986793511,297907.0
5983,역삼역,3120197,14-17,3804263.0,102530810214,4329693.0
5984,구역삼세무서,3120198,14-17,1402140.0,15550958005,798568.0
5985,경복아파트교차로,3120199,14-17,366649.0,13089217693,483596.0
5986,학동사거리,3120200,14-17,1063860.0,136144006777,1105737.0
5987,도곡1동,3120201,14-17,652117.0,26144645311,527116.0
5988,압구정로데오역(압구정로데오),3120202,14-17,1578181.0,141937021617,1319318.0
5989,강남구청역,3120203,14-17,1300983.0,49641460086,1494833.0
5990,르네상스호텔사거리,3120204,14-17,1609230.0,12146631400,566760.0
5991,매봉역,3120205,14-17,395013.0,22300908760,532008.0
5992,개나리아파트,3120206,14-17,739402.0,13153300510,556844.0
5993,선정릉역,3120207,14-17,1205248.0,25940782236,1197922.0
5994,청담사거리(청담동명품거리),3120208,14-17,967140.0,154697360293,950593.0
5995,"강남구청(청담역_8번, 강남세무서)",3120209,14-17,563697.0,61127354276,1432590.0
5996,선릉역,3120210,14-17,3702784.0,93367634389,3998986.0
5997,도성초등학교,3120211,14-17,654255.0,30978286284,501497.0
5998,한티역,3120212,14-17,793788.0,59730459491,1702571.0
5999,삼성중앙역,3120213,14-17,1500404.0,19896151082,469499.0
6000,영동대교남단교차로,3120214,14-17,229854.0,7630581812,135159.0
6001,포스코사거리,3120215,14-17,2505203.0,52029547507,2899059.0
6002,경기고교사거리(경기고교앞사거리),3120216,14-17,157184.0,7406927606,145262.0
6003,대치사거리,3120217,14-17,902785.0,50575777577,573719.0
6004,코엑스,3120218,14-17,50243.0,31237051406,1143726.0
6005,은마아파트,3120219,14-17,877430.0,140667658122,2633884.0
6006,대치역,3120220,14-17,372115.0,73414739430,1684201.0
6007,봉은사역,3120221,14-17,395712.0,13418865427,331450.0
6008,삼성역,3120222,14-17,911540.0,154291281826,3921907.0
6009,휘문고교사거리,3120223,14-17,284048.0,29789378629,124176.0
6010,수서역,3120224,14-17,166505.0,44165709758,2794724.0
6011,잠실새내역(신천),3120225,14-17,1506231.0,148412635517,5512739.0
6012,석촌고분역,3120226,14-17,355639.0,43833401088,845811.0
6013,잠실역,3120227,14-17,913600.0,393623995968,14970033.0
6014,석촌역(석촌호수),3120228,14-17,1204020.0,36282082103,1180849.0
6015,방이동먹자골목,3120229,14-17,978932.0,23475725333,1059124.0
6016,송파사거리(송파역),3120230,14-17,376385.0,20071106747,669308.0
6017,가락시장,3120231,14-17,15225.0,267941253673,4309090.0
6018,송파나루역,3120232,14-17,209160.0,10976429128,275506.0
6019,몽촌토성역,3120233,14-17,463084.0,13540792674,399486.0
6020,가락시장역,3120234,14-17,1039545.0,32223800056,1138094.0
6021,문정역,3120235,14-17,342786.0,46804221664,1569869.0
6022,장지역(가든파이브),3120236,14-17,130033.0,90810930680,2003023.0
6023,경찰병원역,3120237,14-17,1209496.0,20631848474,876903.0
6024,방이역,3120238,14-17,159214.0,16472534707,677204.0
6025,오금역,3120239,14-17,705410.0,5573349386,268143.0
6026,개롱역,3120240,14-17,759140.0,24208063540,786326.0
6027,거여역,3120241,14-17,322492.0,24854582779,1016469.0
6028,강동구청역,3120242,14-17,1007848.0,19630585771,508026.0
6029,천호역,3120243,14-17,857173.0,93899633531,2722257.0
6030,암사역,3120244,14-17,381538.0,23758933158,1204630.0
6031,둔촌역,3120245,14-17,798621.0,42766509161,1721274.0
6032,길동역,3120246,14-17,2193489.0,41317129556,1809653.0
6033,굽은다리역,3120247,14-17,374733.0,19357398274,907510.0
6034,명일역,3120248,14-17,792970.0,43879450364,1595681.0
6035,고덕역,3120249,14-17,357874.0,76444327439,2317189.0
6036,통인시장,3130001,14-17,308150.0,10644162175,373622.0
6037,세종마을음식문화거리(금천교시장),3130002,14-17,556271.0,10946927687,396486.0
6038,낙원시장(낙원지하시장(대일상가)),3130004,14-17,64688.0,3496631381,63176.0
6039,세운상가가동,3130005,14-17,121796.0,1919545818,15853.0
6040,광장시장(광장전통시장),3130007,14-17,485185.0,30467141118,1035598.0
6041,마전교지하쇼핑센터(구 한일상가),3130009,14-17,52831.0,708139354,5995.0
6042,종로신진시장,3130010,14-17,892355.0,22768277997,486885.0
6043,"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",3130012,14-17,46804.0,1818013198,35533.0
6044,동대문상가A동,3130013,14-17,14952.0,9184666379,187351.0
6045,동문시장,3130014,14-17,19499.0,5063830243,92727.0
6046,창신골목시장,3130015,14-17,400215.0,4614113650,204362.0
6047,동대문상가B동,3130016,14-17,14952.0,1509573447,45782.0
6048,동대문문구완구거리(동대문문구완구시장),3130018,14-17,345031.0,48477151916,2051127.0
6049,동묘시장(동묘벼룩시장),3130020,14-17,317789.0,3759321286,155722.0
6050,숭례문수입상가(남대문시장),3130022,14-17,71792.0,7327177639,147177.0
6051,남대문시장(자유상가),3130024,14-17,2111791.0,177047366617,4179669.0
6052,삼익패션타운(남대문시장),3130025,14-17,77721.0,20744461243,362070.0
6053,청계천공구상가,3130031,14-17,274148.0,1899219944,49135.0
6054,인현시장,3130032,14-17,143665.0,4600731335,108039.0
6055,대림상가(청계상가),3130033,14-17,55649.0,31412922975,251245.0
6056,방산종합시장(방산시장),3130035,14-17,834564.0,57187479849,608994.0
6057,중부시장(신중부시장),3130036,14-17,811407.0,68571341074,1116663.0
6058,"평화시장(통일상가, 동화상가)",3130038,14-17,83215.0,6845006,145.0
6059,약수시장,3130042,14-17,248166.0,8868175363,356659.0
6060,team204(팀204),3130046,14-17,35470.0,774413246,49407.0
6061,테크노상가(엘리시움),3130047,14-17,70940.0,915152474,27795.0
6062,동평화시장,3130048,14-17,34539.0,15543197711,243228.0
6063,신당 미래유산 먹거리 골목형상점가,3130049,14-17,88042.0,1622171556,58251.0
6064,청평화시장,3130050,14-17,30939.0,2281395984,50113.0
6065,동화동 골목형상점가,3130051,14-17,919122.0,2259087519,103519.0
6066,서울중앙시장(신중앙시장),3130052,14-17,938137.0,41995571690,1077655.0
6067,백학시장,3130053,14-17,405568.0,13181478349,750698.0
6068,황학동주방가구거리상점가,3130054,14-17,537101.0,10292694309,80813.0
6069,"황학시장(서울중앙시장, 신중앙시장)",3130055,14-17,461563.0,5268371547,167847.0
6070,용산용문시장,3130056,14-17,287867.0,26272565860,1126025.0
6071,만리시장,3130057,14-17,8678.0,4053210445,206427.0
6072,이촌종합시장,3130058,14-17,69241.0,3732661986,165511.0
6073,후암시장,3130059,14-17,96372.0,4942300255,301744.0
6074,신흥시장,3130060,14-17,203819.0,989659068,59147.0
6075,이태원시장,3130061,14-17,57326.0,3896961096,32951.0
6076,보광시장,3130062,14-17,6981.0,187063321,6633.0
6077,신금호역 골목형상점가,3130063,14-17,75502.0,1916783535,102808.0
6078,금남시장,3130064,14-17,233976.0,4338585815,200770.0
6079,무학봉상점가,3130065,14-17,441376.0,4164246017,141548.0
6080,행당시장상점가,3130066,14-17,433424.0,17860361169,645501.0
6081,왕십리도선동상점가,3130067,14-17,602530.0,16718175180,296436.0
6082,마장축산물시장,3130068,14-17,592143.0,3697460464,113571.0
6083,"한양대앞상점가(한양시장, 왕십리맛골목)",3130069,14-17,297811.0,5263954445,791663.0
6084,뚝섬역상점가,3130070,14-17,298436.0,15702691990,588214.0
6085,성수역 골목형상점가,3130071,14-17,42879.0,6883088599,234143.0
6086,성동용답상가시장,3130072,14-17,377646.0,15909875925,1018028.0
6087,뚝도시장,3130073,14-17,282251.0,8752905231,348897.0
6088,영동교골목시장,3130074,14-17,168885.0,1001174641,35268.0
