,commercial_area_name,commercial_area_code,time,floating_population,total_sales,total_customers
0,이태원 관광특구,3001491,00-06,1895592.0,54586098370,2507710.0
1,명동 남대문 북창동 다동 무교동 관광특구,3001492,00-06,1525029.0,39807364910,566321.0
2,동대문패션타운 관광특구,3001493,00-06,2522709.0,22570120393,1155247.0
3,종로·청계 관광특구,3001494,00-06,3579057.0,20702533011,630591.0
4,잠실 관광특구,3001495,00-06,2913751.0,41330500024,1208067.0
5,강남 마이스 관광특구,3001496,00-06,24221.0,648381508,39111.0
6,이북5도청사,3110001,00-06,172144.0,38628894,619.0
7,독립문역 1번,3110002,00-06,449944.0,27846233,465.0
8,세검정초등학교,3110003,00-06,435918.0,196532663,1924.0
9,대신고등학교,3110004,00-06,630840.0,2632163,14.0
10,세검정,3110005,00-06,122882.0,68939249,632.0
11,부암동주민센터,3110006,00-06,6650.0,242532,16.0
12,사직공원(한국사회과학도서관),3110007,00-06,1186006.0,0,0.0
13,배화여자대학교(박노수미술관),3110008,00-06,1267398.0,37327461,790.0
14,자하문터널,3110009,00-06,187672.0,34499803,386.0
15,평창동서측,3110010,00-06,201256.0,36556784,191.0
16,성곡미술관,3110012,00-06,436117.0,76727451,5515.0
17,체부동홍종문가옥,3110013,00-06,108967.0,0,0.0
18,경복고등학교,3110014,00-06,26148.0,0,0.0
19,청와대사랑채,3110015,00-06,26333.0,8876489,13.0
20,평창동동측,3110016,00-06,20773.0,22140397,384.0
21,정독도서관,3110017,00-06,325345.0,0,0.0
22,중앙고등학교,3110018,00-06,368538.0,739450,7.0
23,창덕궁,3110019,00-06,246211.0,190351298,331.0
24,서울국제고등학교,3110020,00-06,2283744.0,449342748,57864.0
25,성균관대학교,3110021,00-06,1305046.0,667791031,40781.0
26,경신고등학교,3110022,00-06,559112.0,17775188,121.0
27,서울대병원,3110023,00-06,404952.0,12870701,1615.0
28,혜회동주민센터,3110024,00-06,231599.0,3397882,34.0
29,충신시장옆,3110025,00-06,362571.0,212334188,5153.0
30,종로5가역 4번,3110026,00-06,180258.0,0,0.0
31,혜화역 1번,3110027,00-06,263499.0,8455139,175.0
32,이화달팽이길,3110028,00-06,2372164.0,1093290754,131702.0
33,동대문역 1번,3110029,00-06,3159706.0,711021588,49759.0
34,동대문역 3번,3110030,00-06,124635.0,97764162,1146.0
35,창신역 1번,3110031,00-06,49718.0,0,0.0
36,수족관거리,3110032,00-06,116284.0,12719604,471.0
37,창신역 4번,3110033,00-06,683506.0,14859360,281.0
38,창신1동주민센터,3110034,00-06,301060.0,0,0.0
39,동묘앞역 2번,3110035,00-06,1518529.0,307733769,7222.0
40,동묘앞역 3번,3110036,00-06,302700.0,19644598,474.0
41,신설동역 12번,3110037,00-06,972755.0,297080944,17743.0
42,경향신문사,3110038,00-06,7239.0,28397918,3013.0
43,회현역 1번,3110039,00-06,59042.0,65870415,960.0
44,중구회현체육센터(정화예술대남산캠퍼스),3110040,00-06,94858.0,11649483,231.0
45,남산케이블카,3110041,00-06,194388.0,241455618,10762.0
46,남산골공원옆,3110042,00-06,125476.0,26800000,373.0
47,충무초등학교,3110043,00-06,807624.0,323516193,43024.0
48,관성묘,3110044,00-06,111420.0,228415757,2295.0
49,동대문역사문화공원역 5번,3110045,00-06,304835.0,720097215,20205.0
50,다산성곽길,3110047,00-06,517293.0,0,0.0
51,장충동주민센터,3110048,00-06,877811.0,70442,6.0
52,장충단 고개,3110049,00-06,388355.0,374446131,30565.0
53,약수역 7번,3110050,00-06,389140.0,148539850,5394.0
54,한양공고앞 교차로,3110051,00-06,907486.0,4875827,97.0
55,장충초등학교,3110052,00-06,551094.0,483831727,7413.0
56,청구역 1번,3110053,00-06,965147.0,536711519,60440.0
57,청구역 3번,3110054,00-06,1046573.0,561299224,20456.0
58,황학동벼룩시장,3110055,00-06,566030.0,23659638,418.0
59,신당역 3번,3110056,00-06,1278019.0,364808761,16682.0
60,황학코아루아파트,3110057,00-06,832510.0,581909621,8355.0
61,성심여자고등학교,3110058,00-06,1580355.0,167668219,12470.0
62,새남터성지,3110059,00-06,779039.0,157150392,17405.0
63,효창공원앞역 6번,3110060,00-06,574327.0,189904382,20669.0
64,효창동주민센터,3110061,00-06,1364221.0,24771903,2388.0
65,한강로동땡땡거리(은행나무길),3110062,00-06,555497.0,527513955,6960.0
66,효창공원앞역 5번,3110063,00-06,842730.0,1314768343,13800.0
67,효창공원앞역 2번,3110064,00-06,1438151.0,100188905,10396.0
68,남정초등학교,3110065,00-06,31198.0,0,0.0
69,서울역 15번,3110066,00-06,1835377.0,1113625246,94187.0
70,배문고등학교,3110067,00-06,2247046.0,107478624,7597.0
71,남영역 1번,3110068,00-06,1675964.0,594881615,70542.0
72,숙대입구,3110069,00-06,2011778.0,1024903777,104526.0
73,용산세무서,3110070,00-06,34200.0,0,0.0
74,한강미주맨션아파트,3110071,00-06,58348.0,1026906967,1054.0
75,열정도,3110072,00-06,214868.0,856284027,8983.0
76,삼각지역 3번,3110073,00-06,233554.0,1834663,28.0
77,서울역 12번,3110074,00-06,587022.0,304875253,10934.0
78,숙대입구역 1번,3110075,00-06,773130.0,422955749,23966.0
79,삼각지역 14번,3110076,00-06,86371.0,2852738,31.0
80,삼광초등학교,3110077,00-06,655926.0,11309457,100.0
81,이촌동점보아파트,3110078,00-06,88803.0,82174188,4244.0
82,후암동주민센터,3110079,00-06,2711664.0,688867351,53683.0
83,해방촌예술마을,3110080,00-06,1801034.0,143468877,13629.0
84,해방촌 남동측,3110081,00-06,1824981.0,1624912053,90210.0
85,용산구청,3110082,00-06,325815.0,955266804,16084.0
86,서빙고역 1번,3110083,00-06,88289.0,0,0.0
87,경리단길북측,3110084,00-06,1131847.0,3182054708,86698.0
88,경리단길남측,3110085,00-06,1308389.0,2665227771,114174.0
89,이태원엔틱가구거리,3110087,00-06,203319.0,77393,6.0
90,오산고등학교,3110088,00-06,434192.0,282880919,31213.0
91,서빙고동주민센터,3110089,00-06,540930.0,1770492,33.0
92,한국폴리텍대학서울정수캠퍼스,3110090,00-06,691344.0,570904821,21593.0
93,리움미술관,3110091,00-06,104720.0,268330,6.0
94,NH농협은행 보광동지점,3110092,00-06,537207.0,157117543,13976.0
95,우사단길,3110093,00-06,1675944.0,626839991,10149.0
96,오산중학교,3110094,00-06,36404.0,369944514,4037.0
97,한강진역 3번,3110095,00-06,337807.0,781724925,10766.0
98,한남힐사이드아파트,3110096,00-06,139712.0,0,0.0
99,서울독일학교,3110098,00-06,57881.0,399715841,1913.0
100,유엔빌리지길,3110099,00-06,188400.0,3172558,37.0
101,옥정중학교,3110101,00-06,114849.0,0,0.0
102,옥수역 6번,3110102,00-06,249844.0,284839691,16703.0
103,옥수터널,3110103,00-06,360038.0,0,0.0
104,신금호역 4번,3110104,00-06,1345270.0,4861347,110.0
105,금동어린이공원,3110105,00-06,862267.0,78246958,1586.0
106,금북초등학교,3110106,00-06,163581.0,17802043,74.0
107,금호사거리,3110107,00-06,46708.0,483999635,4216.0
108,성동구립금호도서관,3110108,00-06,102571.0,36210400,629.0
109,금호삼성래미안아파트,3110109,00-06,340443.0,82124970,1759.0
110,상왕십리역 6번,3110110,00-06,1140434.0,11720108,1290.0
111,행당역 2번,3110112,00-06,891889.0,236196863,3443.0
112,응봉산,3110113,00-06,170991.0,1928764,14.0
113,왕십리파출소,3110114,00-06,332630.0,2600693,69.0
114,상왕십리역 3번,3110115,00-06,707106.0,225951403,17887.0
115,청계천박물관,3110116,00-06,589931.0,36054,8.0
116,성동구보건소,3110117,00-06,471860.0,259544419,4394.0
117,왕십리역 9번,3110118,00-06,1453344.0,22684093,943.0
118,서울숲카페거리,3110120,00-06,331728.0,0,0.0
119,한양대역 4번,3110121,00-06,234323.0,90548043,13044.0
120,마장역 2번,3110122,00-06,231067.0,1154406241,43328.0
121,마장역 3번,3110123,00-06,872774.0,350241806,29913.0
122,뚝섬역교차로,3110124,00-06,147661.0,384727404,41473.0
123,사근동살곶이상점가,3110125,00-06,1229778.0,321454451,47317.0
124,서울숲역 1번,3110126,00-06,138694.0,0,0.0
125,성수1가1동주민센터,3110127,00-06,132134.0,156460,2.0
126,성원중학교,3110128,00-06,1330146.0,1707987860,83840.0
127,성원어린이공원,3110129,00-06,179848.0,68572958,3081.0
128,답십리역 6번,3110130,00-06,605765.0,1876075,179.0
129,성수동카페거리,3110131,00-06,464745.0,1252828408,39504.0
130,성수2가3동주민센터,3110132,00-06,573740.0,28434943,3155.0
131,서울교통공사,3110133,00-06,428046.0,29987,7.0
132,성수119안전센터,3110134,00-06,1544519.0,2015728022,130583.0
133,성동세무서,3110135,00-06,169011.0,98317192,1299.0
134,경수초등학교,3110136,00-06,764375.0,248681339,3744.0
135,성수초등학교,3110137,00-06,1263265.0,1019671329,120825.0
136,송정체육공원,3110138,00-06,1117550.0,350819122,30189.0
137,자양4동주민센터,3110139,00-06,2274842.0,1136549696,52033.0
138,건대입구역 6번,3110140,00-06,2583281.0,2403197238,112889.0
139,건대입구역 1번,3110141,00-06,1945241.0,2719343459,91134.0
140,화양사거리,3110142,00-06,2373974.0,3181997910,245749.0
141,뚝섬유원지역 1번,3110143,00-06,184261.0,47612680,292.0
142,어린이대공원역 4번,3110144,00-06,461114.0,588275229,34865.0
143,장안초등학교,3110145,00-06,321364.0,153309344,21846.0
144,신자초등학교,3110146,00-06,1722047.0,287825012,8408.0
145,능동우편취급국,3110147,00-06,1145300.0,1185990432,78231.0
146,어린이대공원역 3번,3110148,00-06,756051.0,123031036,10476.0
147,세종대학교,3110149,00-06,207573.0,0,0.0
148,중곡1동 마을마당,3110150,00-06,2238040.0,789166629,58430.0
149,자양한강도서관,3110151,00-06,1686484.0,1382845420,81050.0
150,중곡어린이공원,3110152,00-06,336571.0,454348430,17996.0
151,중곡1동주민센터,3110153,00-06,281398.0,198776563,863.0
152,광진정말공원,3110154,00-06,2000692.0,1318260395,71452.0
153,광진구청,3110155,00-06,1021162.0,273102098,37431.0
154,군자역 5번,3110156,00-06,1203376.0,210509448,24024.0
155,자양동우체국,3110157,00-06,1760325.0,348211203,15289.0
156,중곡3동주민센터,3110158,00-06,3859066.0,1214383562,84019.0
157,구의역 4번,3110159,00-06,3725733.0,742891259,30097.0
158,광진경찰서,3110160,00-06,589306.0,0,0.0
159,중곡역 3번,3110161,00-06,667572.0,569316154,41844.0
160,군자역 4번,3110162,00-06,485575.0,215120791,26909.0
161,성자초등학교,3110163,00-06,609621.0,397920625,26895.0
162,아차산역 5번,3110164,00-06,414463.0,0,0.0
163,국립정신건강센터,3110165,00-06,988899.0,1183140816,43927.0
164,구의1동주민센터,3110166,00-06,2073701.0,3042687701,120096.0
165,용마초등학교,3110167,00-06,2057352.0,1023209771,36383.0
166,대원고등학교,3110168,00-06,350399.0,33787707,5969.0
167,성동초등학교,3110169,00-06,596885.0,47611183,6012.0
168,동대부여고,3110170,00-06,3016843.0,295415288,7504.0
169,중곡4동주민센터,3110171,00-06,526793.0,0,0.0
170,광진초등학교,3110172,00-06,1080280.0,309203014,32452.0
171,구남초등학교,3110173,00-06,351400.0,72702960,8446.0
172,아차산역 1번,3110174,00-06,878961.0,404111811,32448.0
173,푸른동산공원,3110175,00-06,1083418.0,196911986,25545.0
174,해오름공원,3110176,00-06,1588349.0,242651104,21415.0
175,동의초등학교,3110177,00-06,145760.0,6135143,188.0
176,장로회신학대학교,3110178,00-06,375430.0,31467,8.0
177,광나루역 1번,3110179,00-06,451563.0,3507493,49.0
178,광진정보도서관,3110180,00-06,224427.0,412732330,11197.0
179,신설동역 9번,3110181,00-06,995421.0,77670031,12042.0
180,용두희망어린이공원,3110182,00-06,968959.0,175361393,13413.0
181,한국의류시험연구원,3110183,00-06,525007.0,37676713,773.0
182,용두사거리,3110184,00-06,312700.0,6339397,269.0
183,용두초등학교,3110185,00-06,711916.0,45330118,688.0
184,종암초등학교,3110186,00-06,174393.0,350341344,12904.0
185,제기동역 6번,3110187,00-06,2726848.0,624349880,43683.0
186,용두동신동아아파트,3110188,00-06,914266.0,769218909,74900.0
187,제기동역 1번,3110189,00-06,995641.0,204983349,23790.0
188,고대앞사거리,3110190,00-06,1017200.0,486931033,49623.0
189,고려대역 6번,3110191,00-06,1524685.0,195396357,21916.0
190,동의보감타워,3110192,00-06,154898.0,122126466,2505.0
191,고려대역 4번,3110193,00-06,1002478.0,168402137,11556.0
192,홍파초등학교,3110194,00-06,277560.0,673403168,19584.0
193,동대문구청,3110195,00-06,1641866.0,479969688,10210.0
194,세종대왕기념관교차로,3110197,00-06,361418.0,24104749,442.0
195,동대문중앙새마을금고본점,3110198,00-06,167918.0,70169826,874.0
196,홍릉시장,3110199,00-06,264892.0,237327736,8407.0
197,동대문경찰서,3110200,00-06,397941.0,43824361,1699.0
198,전농119안전센터,3110201,00-06,160788.0,22737279,275.0
199,전농1동주민센터(전농시장),3110202,00-06,375849.0,1688617,97.0
200,떡전교사거리,3110203,00-06,957890.0,237751515,24080.0
201,간데메공원,3110204,00-06,1351353.0,315969036,19371.0
202,경희대삼거리,3110205,00-06,1962172.0,883784797,18436.0
203,텃골근린공원,3110206,00-06,1465682.0,334745817,42542.0
204,시립대앞사거리,3110207,00-06,852576.0,400331554,21367.0
205,시조사삼거리,3110208,00-06,359625.0,0,0.0
206,답십리 장령당공원,3110209,00-06,367307.0,0,0.0
207,서울시립대,3110210,00-06,2988730.0,720631339,86632.0
208,전곡마을마당공원,3110211,00-06,2093579.0,416230307,32388.0
209,답십리초등학교,3110212,00-06,1079345.0,209339048,21353.0
210,청량초등학교,3110213,00-06,420845.0,0,0.0
211,경희대후문,3110214,00-06,1621449.0,525151587,89452.0
212,회기역 1번,3110215,00-06,923335.0,208611991,28228.0
213,전농중학교,3110216,00-06,228142.0,101459674,1917.0
214,자동차부품상가,3110217,00-06,281493.0,0,0.0
215,답십리사거리,3110218,00-06,1351788.0,357419904,7671.0
216,삼육보건대학교,3110219,00-06,1863606.0,867079663,99219.0
217,외대앞역 1번,3110220,00-06,1385042.0,2112544351,147614.0
218,의릉,3110221,00-06,402531.0,279274365,3325.0
219,회기역 2번,3110222,00-06,45817.0,608638,63.0
220,군자초등학교,3110223,00-06,527821.0,0,0.0
221,외대앞역 2번,3110224,00-06,512094.0,136163202,6499.0
222,촬영소사거리,3110225,00-06,256357.0,163019029,2456.0
223,장안1동주민센터,3110226,00-06,3203946.0,4627189752,324389.0
224,답십리공원,3110227,00-06,394005.0,165277413,414.0
225,장안근린공원,3110228,00-06,1615468.0,1012863214,72478.0
226,장평중학교,3110229,00-06,1792312.0,8886923837,44259.0
227,장안현대홈타운1차아파트,3110230,00-06,1404068.0,1980453631,160369.0
228,동대부고,3110232,00-06,785959.0,2414799637,38124.0
229,중랑역 1번,3110233,00-06,1343735.0,516965646,59141.0
230,중랑역 4번,3110234,00-06,250589.0,453268751,25978.0
231,신묵초등학교,3110236,00-06,2033062.0,181664370,9057.0
232,메가박스 상봉,3110237,00-06,864424.0,2407837357,54064.0
233,배꽃어린이공원,3110238,00-06,61550.0,0,0.0
234,중랑역 2번,3110239,00-06,213598.0,279525824,7668.0
235,태릉시장 특화거리,3110240,00-06,738808.0,462006675,9124.0
236,먹골역 5번,3110241,00-06,1059856.0,1799489853,145369.0
237,면목5동주민센터,3110242,00-06,636505.0,341079478,22915.0
238,중랑노인종합복지관,3110243,00-06,590188.0,494984406,32672.0
239,중화역 4번,3110244,00-06,854416.0,795724223,29311.0
240,KB국민은행 중화동지점,3110245,00-06,688437.0,241249622,20256.0
241,월드순복음교회,3110246,00-06,1477559.0,562715592,22234.0
242,먹골역 1번,3110247,00-06,2320552.0,190822281,9886.0
243,먹골파출소,3110248,00-06,584434.0,20099918,448.0
244,중화역 1번,3110249,00-06,1813005.0,1361034011,61380.0
245,화랑대역 7번,3110250,00-06,337309.0,99254188,13013.0
246,장안중학교,3110251,00-06,775663.0,161724671,14704.0
247,장안제일시장,3110252,00-06,1253596.0,478785119,33326.0
248,중곡초등학교,3110253,00-06,913317.0,636260557,42513.0
249,오거리공원,3110254,00-06,3311597.0,657819759,58216.0
250,상봉역 4번,3110255,00-06,2797820.0,1353074555,144393.0
251,면목2동체육관,3110256,00-06,1797373.0,844649565,65614.0
252,상봉역 7번,3110257,00-06,1667253.0,155733737,15941.0
253,면동초등학교,3110258,00-06,831256.0,684128709,16709.0
254,사가정역 1번,3110259,00-06,1515966.0,2761706009,66516.0
255,면목역 3번,3110260,00-06,1534412.0,367307739,21274.0
256,사가정역 4번,3110261,00-06,1642609.0,272425260,37243.0
257,상봉역 3번,3110262,00-06,1956236.0,7275425656,249782.0
258,면목역 1번,3110263,00-06,1667121.0,646874557,78266.0
259,면목역 2번,3110264,00-06,3776585.0,3610299477,363140.0
260,망우역 1번,3110265,00-06,362601.0,357096059,9754.0
261,면목동우체국,3110266,00-06,1813572.0,337664505,22889.0
262,망우역 2번,3110267,00-06,1432565.0,215836849,24732.0
263,망우3동주민센터,3110268,00-06,727825.0,47317415,3870.0
264,용마문화복지센터,3110269,00-06,614641.0,218044693,3914.0
265,혜원여고,3110270,00-06,227326.0,389245002,23649.0
266,신내역 1번,3110271,00-06,49313.0,146408,12.0
267,신내1동주민센터,3110272,00-06,1142224.0,1522122378,41510.0
268,장스여성병원,3110273,00-06,844045.0,587715657,21540.0
269,서일대학교,3110274,00-06,1679714.0,735183423,73970.0
270,하나은행 망우동지점,3110275,00-06,390248.0,711351827,10779.0
271,신내IC북측,3110276,00-06,46971.0,0,0.0
272,러스크서울병원,3110277,00-06,884350.0,392584963,46444.0
273,망우본동주민센터,3110278,00-06,632064.0,1931749622,112069.0
274,북정마을,3110280,00-06,395658.0,0,0.0
275,길상사,3110281,00-06,76029.0,0,0.0
276,국민대학교앞,3110282,00-06,29239.0,259825432,11809.0
277,성북초등학교앞,3110283,00-06,169476.0,14291290,72.0
278,정릉북한산국립공원입구,3110284,00-06,105841.0,646106,16.0
279,홍대부중,3110285,00-06,171963.0,83752793,5019.0
280,한성대입구역 5번,3110286,00-06,809734.0,64650544,5449.0
281,정릉3동주민센터,3110287,00-06,275786.0,185649456,15263.0
282,동구여중,3110288,00-06,193265.0,29404096,106.0
283,북한산보국문역 2번,3110289,00-06,1505052.0,227211046,26712.0
284,북한산보국문역 1번,3110290,00-06,216751.0,59385164,5245.0
285,한성대입구역 3번,3110291,00-06,1966763.0,943757196,26260.0
286,정릉역 2번,3110292,00-06,340409.0,577580,6.0
287,삼선중학교,3110293,00-06,1476217.0,235028755,30798.0
288,서경대학교,3110294,00-06,1786249.0,691208449,20123.0
289,정릉우체국,3110295,00-06,1010980.0,474585552,30197.0
290,성신여대입구역 4번,3110296,00-06,787625.0,26274673,110.0
291,경동고등학교,3110297,00-06,2607622.0,769020456,82910.0
292,솔숲어린이공원,3110298,00-06,286392.0,0,0.0
293,정릉역 1번,3110299,00-06,1860319.0,807932463,61326.0
294,삼선동주민센터,3110300,00-06,2817638.0,1187140645,30502.0
295,성신여대입구역 7번,3110301,00-06,1759221.0,411531149,31480.0
296,보문역 8번,3110302,00-06,267905.0,151786670,4265.0
297,성신여대입구역 1번,3110303,00-06,1387735.0,1407777124,49911.0
298,보문역 4번,3110304,00-06,936359.0,791963600,120536.0
299,보문역 5번,3110305,00-06,2266942.0,267488828,2805.0
300,미아초등학교,3110306,00-06,172362.0,55864256,463.0
301,길음역 7번,3110307,00-06,414135.0,90590070,588.0
302,길음역 8번,3110308,00-06,1003105.0,494229946,53453.0
303,대광초등학교,3110309,00-06,199132.0,0,0.0
304,안암역 2번,3110312,00-06,451690.0,844283796,136131.0
305,안암역 3번,3110313,00-06,1288816.0,5061812637,212972.0
306,종암경찰서,3110314,00-06,578735.0,423308511,8339.0
307,종암아이파크2차,3110315,00-06,1703554.0,482039984,6249.0
308,숭곡초등학교,3110316,00-06,2508336.0,29115754,2057.0
309,종암중학교,3110317,00-06,766614.0,606828129,66279.0
310,KT월곡지사,3110318,00-06,1177250.0,859734248,113238.0
311,종암동주민센터,3110319,00-06,1222417.0,1533406345,22306.0
312,KB국민은행 종암동지점,3110320,00-06,172323.0,317355537,39995.0
313,장위1동주민센터,3110322,00-06,1018428.0,167461468,22679.0
314,상월곡역 1번,3110323,00-06,1574237.0,508576143,10948.0
315,장곡초등학교,3110325,00-06,1309908.0,997331363,55458.0
316,장위동성당,3110326,00-06,568326.0,0,0.0
317,상월곡역 2번,3110327,00-06,1047603.0,36338432,793.0
318,상월곡역 3번,3110328,00-06,998278.0,201775637,23766.0
319,우리은행체육관,3110329,00-06,809827.0,157076353,14785.0
320,돌곶이역 1번,3110330,00-06,747335.0,33006444,869.0
321,돌곶이역 8번,3110331,00-06,1263034.0,492273237,9787.0
322,돌곶이역 3번,3110332,00-06,244101.0,162329396,1956.0
323,돌곶이역 5번,3110333,00-06,684871.0,494220788,11630.0
324,석관중앙교회,3110334,00-06,2510907.0,30468371,430.0
325,석계역 7번,3110335,00-06,1604867.0,4133475704,152807.0
326,석관고등학교,3110336,00-06,408460.0,95932561,1991.0
327,아카데미하우스,3110337,00-06,499890.0,46286724,721.0
328,인수초등학교,3110338,00-06,229112.0,0,0.0
329,국립4.19민주묘지,3110339,00-06,51260.0,271595811,6469.0
330,인수중학교,3110340,00-06,388684.0,1958283,55.0
331,북한산우이역 2번,3110341,00-06,271954.0,123337883,14726.0
332,국립재활원,3110342,00-06,1184294.0,37394977,5500.0
333,무너미어린이공원,3110343,00-06,821927.0,551937,49.0
334,화계중학교,3110344,00-06,312447.0,0,0.0
335,솔밭공원역 2번,3110345,00-06,570626.0,403028855,12356.0
336,4.19민주묘지역 2번,3110346,00-06,1202773.0,475656943,35348.0
337,강북문화예술회관,3110348,00-06,2713636.0,216680421,10186.0
338,화계역 2번,3110349,00-06,612062.0,56009098,3375.0
339,가오리역 2번,3110350,00-06,674520.0,77775191,1399.0
340,수유북부시장옆,3110351,00-06,613744.0,25038244,515.0
341,수유1동주민센터,3110352,00-06,1795945.0,360558714,21566.0
342,수유동우체국,3110353,00-06,709773.0,137119778,2971.0
343,삼각산119안전센터,3110354,00-06,67355.0,80402276,1286.0
344,삼양사거리역 2번,3110355,00-06,1597290.0,387669370,34621.0
345,덕수교,3110356,00-06,1111984.0,194518677,2826.0
346,가오리역 1번,3110357,00-06,917948.0,173282119,22617.0
347,인수동 우편취급국,3110358,00-06,1016952.0,162702123,4584.0
348,수유시장옆,3110359,00-06,1621727.0,512823618,58174.0
349,수유초등학교,3110360,00-06,1347840.0,701878407,52862.0
350,삼양사거리역 1번,3110361,00-06,1024619.0,138611091,16983.0
351,우이천 계성교,3110362,00-06,1061541.0,846579418,63517.0
352,송천동주민센터,3110363,00-06,291546.0,6189626,102.0
353,미아역 8번,3110364,00-06,1770549.0,1730485260,50391.0
354,미아역 5번,3110365,00-06,2127209.0,346618644,32724.0
355,광산사거리,3110366,00-06,591611.0,339358704,8972.0
356,강북구청,3110367,00-06,1107312.0,1719326480,58300.0
357,송천초등학교,3110368,00-06,3006739.0,58826897,2496.0
358,성신여대운정그린캠퍼스,3110369,00-06,1413125.0,1119992900,89712.0
359,도봉세무서,3110370,00-06,1245786.0,483801137,55587.0
360,삼양입구사거리,3110371,00-06,603088.0,52601207,1856.0
361,강북중학교,3110372,00-06,1665958.0,407329683,77124.0
362,수유역 2번,3110373,00-06,1375383.0,286467695,4765.0
363,송중초등학교,3110374,00-06,2927264.0,502295614,21772.0
364,서울북부고용노동지청,3110375,00-06,517767.0,3999774,27.0
365,수송초등학교,3110376,00-06,3735271.0,1148940011,70250.0
366,미아사거리역 3번,3110377,00-06,507537.0,724928238,10875.0
367,송중동주민센터,3110378,00-06,956529.0,98753150,2769.0
368,KT&G 북부지사,3110379,00-06,138685.0,5421720,577.0
369,강북문화정보도서관,3110380,00-06,725499.0,0,0.0
370,번동주공2단지,3110381,00-06,335839.0,132210941,3812.0
371,솔밭공원역 1번,3110382,00-06,462038.0,211071528,19954.0
372,덕성여대시반거리,3110383,00-06,39063.0,320420855,36080.0
373,연산군묘,3110386,00-06,23832.0,6328040,83.0
374,쌍문초등학교,3110387,00-06,1693463.0,497498396,57466.0
375,도봉우체국,3110388,00-06,835851.0,80755335,9615.0
376,한일병원,3110389,00-06,306896.0,9014224,614.0
377,방학초등학교,3110390,00-06,516668.0,429282400,29036.0
378,샘말어린이공원,3110391,00-06,571799.0,64831682,10694.0
379,발바닥공원,3110392,00-06,78763.0,117172806,12625.0
380,국민은행방학지점,3110393,00-06,29160.0,76178,6.0
381,방학중학교,3110394,00-06,1103539.0,663857685,38379.0
382,신한은행 방학동지점,3110395,00-06,453185.0,314089291,3695.0
383,쌍문역1번(쌍리단길),3110396,00-06,779825.0,1176791334,137166.0
384,도봉산입구,3110397,00-06,1546031.0,1680822195,159117.0
385,쌍문2동우체국,3110398,00-06,1017249.0,586316599,35625.0
386,창2동주민센터,3110399,00-06,2179220.0,729355040,79593.0
387,도봉구보건소,3110400,00-06,1363014.0,573000104,10819.0
388,도봉구민회관,3110401,00-06,132329.0,184216435,2419.0
389,도봉구 정병원,3110402,00-06,505838.0,851855311,49297.0
390,방학1동주민센터,3110403,00-06,1364261.0,2249711939,133231.0
391,신창초등학교,3110404,00-06,3597087.0,1043251631,31410.0
392,방학역 1번,3110405,00-06,1295705.0,2278322319,184071.0
393,도봉산역 1번,3110406,00-06,209927.0,131257613,18767.0
394,도봉역 2번,3110407,00-06,1171003.0,1320811289,85579.0
395,가인초등학교,3110408,00-06,232027.0,286199393,33873.0
396,창동역 2번,3110409,00-06,459259.0,619688437,22816.0
397,방학역 2번,3110410,00-06,478845.0,1642196116,68907.0
398,도봉역 3번,3110411,00-06,591255.0,91650136,2338.0
399,창동중학교,3110412,00-06,129144.0,14416416,46.0
400,누원고등학교,3110413,00-06,71856.0,12357842,3549.0
401,수락산역 4번,3110415,00-06,1900789.0,1223555540,96463.0
402,노원초등학교,3110416,00-06,765624.0,679765065,35593.0
403,월계역 3번,3110417,00-06,523327.0,17516767,840.0
404,광운대학교 남단,3110418,00-06,770264.0,69413762,9885.0
405,수락산디자인거리,3110419,00-06,740591.0,2397448694,81007.0
406,광운대역 1번,3110420,00-06,412952.0,453629522,24768.0
407,석계역 1번,3110421,00-06,285904.0,2643665151,72779.0
408,노원역 9번,3110422,00-06,746691.0,47899286,363.0
409,석계역 2번,3110423,00-06,243689.0,1085121108,29040.0
410,상계초등학교,3110424,00-06,2521326.0,674316802,28509.0
411,계상초등학교,3110425,00-06,567213.0,942191659,57620.0
412,상계2동주민센터,3110426,00-06,1572116.0,392073296,3071.0
413,상계5동주민센터,3110428,00-06,4148982.0,1807647074,81141.0
414,공릉동 국수거리,3110429,00-06,1808426.0,653745353,71525.0
415,중계초등학교,3110430,00-06,54162.0,31674612,260.0
416,상계역,3110431,00-06,288555.0,3446186538,111141.0
417,대진고등학교,3110432,00-06,328119.0,91152709,10378.0
418,공릉역 2번,3110433,00-06,1798448.0,118576052,1872.0
419,태릉입구역 4번,3110434,00-06,551513.0,32697890,719.0
420,서울과학기술대,3110435,00-06,129769.0,309310093,13001.0
421,상계제일중학교,3110436,00-06,587090.0,221929841,8821.0
422,당고개역 2번,3110437,00-06,1188524.0,47982116,652.0
423,경춘선숲길 우측,3110438,00-06,1726119.0,2602161828,109481.0
424,당고개역 5번,3110439,00-06,1083245.0,379990562,46988.0
425,상계3동4동주민센터,3110440,00-06,206048.0,0,0.0
426,영신여고,3110441,00-06,628679.0,629035628,56354.0
427,화랑대철도공원,3110442,00-06,101749.0,0,0.0
428,수색성당,3110444,00-06,213046.0,5302302,119.0
429,내를건너서숲으로도서관,3110446,00-06,106987.0,14176412,155.0
430,구산초등학교,3110447,00-06,504848.0,0,0.0
431,상신초등학교입구,3110448,00-06,436860.0,160636,14.0
